,level_0,user_id,lang,date,is_weekend,year,text,lat,lng,governorate,area,links,index,place_id,types
7384,7384,293327260.0,en,2018-07-04 20:15:00,False,2018,"I'm at Gesha Coffee Co. - @geshacoffeekw in Kuwait City, Al Kuwayt ",29.374786,47.99004,Capital,Sharq,['https://t.co/oaDnrGCpjr'],2.0,GhIJp_-s-fFfPUARrd12obn-R0A,"['establishment', 'point_of_interest', 'route', 'plus_code', 'street_address', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7385,7385,279109250.0,ar,2018-01-07 08:32:00,False,2018,نستلم الـ lexus على ما يطلع التاهو من العنايه \U0001f602\U0001f602 حاشه حادث مو سهل \U0001f605 (@ Lexus service) ,29.338053,47.938477,Capital,Shuwaikh Industrial - 1,['https://t.co/nH3YrkXdyC'],3.0,GhIJj1AzpIpWPUARK4arAyD4R0A,"['establishment', 'point_of_interest', 'premise', 'establishment', 'point_of_interest', 'transit_station', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7386,7386,2454855000.0,ca,2019-12-06 20:28:00,True,2019,"I'm at بطاط بوبطين in Kuwait City, Al Kuwayt ",29.37451,47.974052,Capital,Qibla,"['https://t.co/b0Fpqmlb3X', 'https://t.co/FXTRPutq0M']",,,
7387,7387,3430285800.0,ca,2019-01-23 12:57:00,False,2019,اخييراً\U0001f1f0\U0001f1fc (@ Nuaiseb Customs) ,28.544226,48.388763,Ahmadi,Al-Nuwaiseeb,['https://t.co/cKMqgT30zw'],2.0,GhIJBaInZVKLPEARinJp_MIxSEA,"['establishment', 'point_of_interest', 'premise', 'plus_code', 'route', 'administrative_area_level_1', 'political', 'country', 'political']"
7388,7388,596560450.0,tl,2018-05-30 23:27:00,False,2018,I'm at Arabica % Shuwaikh in Shuwaikh ,29.342106,47.939472,Capital,Shuwaikh Industrial - 1,['https://t.co/eTbBSX9VXQ'],,,
7391,7391,3269487400.0,tl,2018-01-10 21:30:00,False,2018,"I'm at Murouj in Sabhan, Kuwait City, Mubarak Al-kabeer w/ @mymooni26x @salmutairi74x ",29.261179,48.021957,Mubarak Al-Kabeer,Wosta,['https://t.co/Yad4k036tZ'],2.0,GhIJ6GZ_oNxCPUARinWqfM8CSEA,"['establishment', 'food', 'point_of_interest', 'restaurant', 'premise', 'plus_code', 'route', 'administrative_area_level_1', 'political', 'country', 'political']"
7392,7392,2909344000.0,en,2018-03-20 17:32:00,False,2018,I'm at College Of Arts - Kaifan ,29.340803,47.951595,Capital,Keefan,['https://t.co/8BA68Za5h2'],,,
7393,7393,243316400.0,ar,2020-05-24 13:19:00,False,2020,عيـديتنا غيـر بـ زيازة الوزير الشيخ د. باسل الصباح ✨ @ Amiri Hospital ,29.387777,47.986946,Capital,Sharq,['https://t.co/3uzA468FkY'],2.0,GhIJGCR9WkVjPUARgXUcP1T-R0A,"['establishment', 'health', 'hospital', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7394,7394,3828940300.0,ca,2018-05-20 23:33:00,False,2018,I'm at جسر شويخ in Al Asimah ,29.347616,47.93866,Capital,Shuwaikh Industrial - 1,['https://t.co/GCAxGyJ9OO'],2.0,GhIJ_JC3XP1YPUARHAjJAib4R0A,"['establishment', 'fire_station', 'point_of_interest', 'premise', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7395,7395,347487940.0,en,2018-06-13 11:17:00,False,2018,I'm at Cheya Beauty Salon ,29.321527,48.014523,Hawalli,Jabriya,['https://t.co/l9dleUVSJT'],3.0,GhIJ8Mftl09SPUARGAXB49sBSEA,"['premise', 'establishment', 'point_of_interest', 'spa', 'street_address', 'plus_code', 'route', 'street_address', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7396,7396,3234148400.0,un,2020-01-23 21:05:00,False,2020,"لحد يقولي ابي واسطه تدخلني ولد عمي بكيفه 🏃🏻‍♂️ :) (@ The Roof in Kuwait City, Al Kuwayt w/ @_almutairii26) ",29.379557,47.999275,Capital,Bned Al-Gar,['https://t.co/SyUJ9BLq1y'],,,
7398,7398,1454670800.0,cs,2019-12-25 03:48:00,False,2019,"I'm at Zahra Co-Op in Zahra, Hawalli Governorate ",29.27895,48.003227,Hawalli,Zahra,['https://t.co/3y1fAQhsBO'],1.0,GhIJHjhnRGlHPUARarsJvmkASEA,"['establishment', 'food', 'point_of_interest', 'restaurant', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7399,7399,3145177300.0,en,2018-06-13 15:04:00,False,2018,"I'm at Rawda in Ar-Rawḍah, Al Asimah ",29.329634,47.99709,Capital,Rawda,['https://t.co/WiSb0Db9vI'],3.0,GhIJUKbR5GJUPUARlpUmpaD_R0A,"['street_address', 'establishment', 'point_of_interest', 'premise', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7400,7400,334573340.0,un,2018-11-01 17:40:00,False,2018,سالخير \U0001f590\U0001f3fc☕️......... #كويت#كاركاتير#رسم#رسمات#رسماتي#سكيتش#kuwait#like#starbucks#sketch#artist#art#q8… ,29.166668,47.6,Jahra,Kabed,['https://t.co/fomDUEQN03'],,,
7401,7401,334573340.0,en,2020-09-15 22:55:00,False,2020,Just posted a photo @ Kuwait City ,29.3697,47.9783,Capital,Qibla,['https://t.co/2DFbJOVdEg'],,,
7402,7402,322752380.0,en,2020-05-31 15:28:00,False,2020,A little composite filling to fix a #diastema closure and #teeth #whitening 💚 @ Kuwait City ,29.3697,47.9783,Capital,Qibla,['https://t.co/8Hx13nvE6s'],,,
7403,7403,328961900.0,en,2018-08-23 13:16:00,False,2018,"I'm at Starbucks in Kuwait, Hawalli Governorate ",29.278875,48.00343,Hawalli,Zahra,['https://t.co/NJNH7d6e41'],,,
7404,7404,1691038600.0,ar,2018-01-28 13:13:00,False,2018,I'm at مبنى هندسة الطيران ,29.275427,48.049503,Hawalli,Mubarak Al-Abdullah Al-Gaber,['https://t.co/mLq45Qgi2x'],,,
7405,7405,3255252500.0,ca,2018-12-05 17:50:00,False,2018,"I'm at Kuwait International Airport in Al Farwānīyah, Al Farwaniyah ",29.240717,47.97102,Farwaniya,Airport,['https://t.co/CiLBh8vreO'],2.0,GhIJW5caoZ89PUARh-EjYkr8R0A,"['establishment', 'health', 'point_of_interest', 'airport', 'establishment', 'point_of_interest', 'plus_code', 'route', 'administrative_area_level_1', 'political', 'country', 'political']"
7406,7406,3255252500.0,ar,2018-07-01 12:05:00,False,2018,I'm at جامعة الكويت ( كلية العلوم الإجتماعية ) in Kuwait ,29.342237,47.91643,Capital,Shuwaikh Education,['https://t.co/wtwIGvmkLF'],,,
7407,7407,489229600.0,en,2018-01-16 23:45:00,False,2018,I'm at Albaloul residence ,29.215109,48.05555,Mubarak Al-Kabeer,Wosta,['https://t.co/bIfK1ABYCG'],0.0,GhIJRRMoYhE3PUAReqUsQxwHSEA,"['plus_code', 'establishment', 'park', 'point_of_interest', 'route', 'administrative_area_level_1', 'political', 'country', 'political']"
7409,7409,3066756400.0,en,2018-02-16 21:09:00,True,2018,I'm at The Uptown in Kuwait City ,29.382843,47.987827,Capital,Sharq,['https://t.co/zPppoCQH66'],6.0,GhIJpYC0_wFiPUARio15HXH-R0A,"['establishment', 'food', 'point_of_interest', 'restaurant', 'street_address', 'premise', 'establishment', 'point_of_interest', 'transit_station', 'street_address', 'route', 'plus_code', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7411,7411,2842000100.0,un,2018-11-18 20:30:00,False,2018,I'm at شارع الزينه in Kuwait ,29.324497,47.92987,Capital,Shuwaikh Industrial - 3,['https://t.co/ltpbkAFKEP'],2.0,GhIJbaZCPBJTPUARCcTr-gX3R0A,"['establishment', 'mosque', 'place_of_worship', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7412,7412,453306270.0,ca,2019-01-03 20:28:00,False,2019,I'm at Sea View in Kuwait الكويت ,29.136454,48.13168,Ahmadi,Mahboula,['https://t.co/r2XcG4mjgZ'],3.0,GhIJjGg7pu4iPUARxcTm49oQSEA,"['cafe', 'establishment', 'food', 'point_of_interest', 'street_address', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7413,7413,453306270.0,en,2018-02-01 18:29:00,False,2018,I'm at Jouri Spa ,29.303043,47.936646,Farwaniya,Al-Rai,['https://t.co/UAeLFvzjYG'],1.0,GhIJH0jeOZRNPUAR8PYgBOT3R0A,"['establishment', 'food', 'point_of_interest', 'restaurant', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7414,7414,453306270.0,en,2019-11-28 11:20:00,False,2019,"I'm at Kuwait University in Kuwait CIty, Al Asimah ",29.339735,47.91631,Capital,Shuwaikh Education,['https://t.co/Qdyd2V6qM0'],2.0,GhIJek563_hWPUARtn9lpUn1R0A,"['establishment', 'point_of_interest', 'premise', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7415,7415,285183000.0,en,2018-08-08 21:57:00,False,2018,Just posted a photo @ Kuwait ,29.166668,47.6,Jahra,Kabed,['https://t.co/GaSVjXHPLf'],,,
7417,7417,15708904.0,fa,2018-10-05 15:26:00,True,2018,\u0647\u06cc\u0686\u0648\u0642\u062a \u06a9\u0646\u0641\u0631\u0627\u0646\u0633 \u0633\u0627\u0644 2008 \u0648\u0642\u062a\u06cc \u06a9\u0647 #\u0627\u0633\u062a\u06cc\u0648_\u062c\u0627\u0628\u0632  \u0631\u0648\u06cc \u0635\u062d\u0646\u0647 \u06cc\u06a9 \u0645\u06a9\u200c\u0628\u0648\u06a9 \u0631\u0648 \u0627\u0632 \u062a\u0648 \u06cc\u06a9 \u067e\u0627\u06a9\u062a \u0628\u06cc\u0631\u0648\u0646 \u0622\u0648\u0631\u062f \u0648 \u0634\u062f \u06cc\u06a9\u06cc \u0627\u0632 \u0622\u0631\u0632\u0648\u0647\u0627\u0645\u060c \u0647\u06cc\u2026 ,29.374352,47.979668,Capital,Sharq,['https://t.co/OLB8DEQC9x'],2.0,GhIJMzFdiNVfPUARB3jSwmX9R0A,"['establishment', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7418,7418,3279949600.0,tl,2020-02-20 16:44:00,False,2020,"I'm at Terminal 4 in Farwaniya, Al Farwaniyah ",29.251902,47.96129,Farwaniya,Airport,"['https://t.co/ZRanYOnwBe', 'https://t.co/tWSeTnxWmA']",,,
7419,7419,87636530.0,ca,2018-07-05 20:54:00,False,2018,"الف مره #عبدالعزيز_الضويحي #ضويحي #عود #الكويت #اغاني @ Rowda, Al 'Āşimah, Kuwait ",29.3247,48.0014,Capital,Rawda,['https://t.co/JvAN3OwASC'],4.0,GhIJ3gIJih9TPUARcRsN4C0ASEA,"['street_address', 'establishment', 'health', 'hospital', 'point_of_interest', 'premise', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7420,7420,362739780.0,tl,2018-03-22 19:10:00,False,2018,"I'm at Harbor Cafe in Shuwaikh, Al Asimah ",29.34906,47.910408,Capital,Shuwaikh Port,['https://t.co/SkXtLiuvLJ'],2.0,GhIJfVcE_1tZPUARJgLVP4j0R0A,"['premise', 'establishment', 'point_of_interest', 'plus_code', 'route', 'locality', 'political', 'political', 'sublocality', 'sublocality_level_1', 'country', 'political']"
7421,7421,362739780.0,en,2020-09-22 21:34:00,False,2020,"I'm at TITLE in Al Kuwayt, Al Asimah Governate ",29.378527,47.979786,Capital,Sharq,['https://t.co/1ewM775iKK'],4.0,GhIJK6c9JedgPUAREYqtoGn9R0A,"['establishment', 'point_of_interest', 'premise', 'street_address', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7422,7422,362739780.0,ca,2020-10-29 20:32:00,False,2020,"😍🍧 (@ Ananas ~ tropical bar in Jabriya, حوالي) ",29.321836,48.017776,Hawalli,Jabriya,['https://t.co/cXwVfGavAS'],5.0,GhIJ6qwW2GNSPUARrFPle0YCSEA,"['beauty_salon', 'establishment', 'point_of_interest', 'street_address', 'premise', 'street_address', 'route', 'plus_code', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7423,7423,3554995200.0,un,2018-12-28 19:06:00,True,2018,"I'm at حفله ميامي  Ice Skating Rink in Kuwait City, Al Kuwayt ",29.360613,47.97722,Capital,Hadeyk Al-Soor,['https://t.co/LdnCgyQaDn'],1.0,GhIJMIMxIlFcPUARoX-CixX9R0A,"['establishment', 'park', 'point_of_interest', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7424,7424,9.43e+17,un,2020-05-10 09:32:00,False,2020,I'm at بيان ,29.297573,48.056835,Hawalli,Bayan,['https://t.co/UjBGbZTsUc'],2.0,GhIJMCx_vi1MPUARUyKJXkYHSEA,"['establishment', 'point_of_interest', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7425,7425,9.43e+17,un,2018-02-04 06:51:00,False,2018,"I'm at McDonald's in South Surra - جنوب السرة, Hawalli Governorate ",29.294123,48.00258,Hawalli,Siddiq,['https://t.co/dRyxjMCoT4'],,,
7427,7427,552193860.0,ca,2018-03-08 22:18:00,False,2018,"I'm at مروج in Sabhan, Kuwait City, Mubarak Al-kabeer ",29.261156,48.02192,Mubarak Al-Kabeer,Wosta,['https://t.co/PlTYfO2jJe'],,,
7429,7429,470182750.0,en,2018-12-31 10:35:00,False,2018,"I'm at @AlHamraTower in Sharq, Kuwait ",29.378675,47.992672,Capital,Sharq,['https://t.co/LBDHtruylP'],2.0,GhIJFNBE2PBgPUAR1NNH4A__R0A,"['establishment', 'jewelry_store', 'point_of_interest', 'store', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7430,7430,423225760.0,un,2019-12-29 08:29:00,False,2019,I'm at National Oilwell Varco (Nov) in الأحمدي ,29.002794,48.08551,Ahmadi,Ahmadi Desert,['https://t.co/7kJT1LfqXy'],2.0,GhIJAqCKG7cAPUARkL3e_fEKSEA,"['establishment', 'point_of_interest', 'storage', 'premise', 'plus_code', 'route', 'administrative_area_level_1', 'political', 'country', 'political']"
7431,7431,3260758800.0,en,2018-03-09 18:33:00,True,2018,I'm at wish11.11 w/ @thirtyy_ @faaldaihanii ,29.377146,47.975864,Capital,Qibla,['https://t.co/WNX2y9qyin'],,,
7432,7432,250066130.0,en,2018-01-07 13:46:00,False,2018,I'm at CAF cafe ,29.376312,47.97846,Capital,Sharq,['https://t.co/a1LaAcoaod'],1.0,GhIJpRe1-1VgPUAR2jhiLT79R0A,"['establishment', 'point_of_interest', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7433,7433,1261936400.0,ar,2018-04-07 17:06:00,True,2018,I’m at (@ اشاره لاس فيغاس القثيثه) ,29.266562,48.08328,Mubarak Al-Kabeer,Sabah Al-Salem,['https://t.co/HqsUHD1KDV'],,,
7434,7434,242447630.0,ca,2018-05-21 22:43:00,False,2018,بيت خالو❤ (@ Qurtuba in Kuwait) ,29.312054,47.987274,Capital,Qortuba,['https://t.co/NOINrpRJVh'],2.0,GhIJA5ZcxeJPPUARdhiT_l7-R0A,"['establishment', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7435,7435,242447630.0,ca,2018-03-31 16:58:00,True,2018,"I'm at Al-Arabi Sports Club النادي العربي الرياضي - @alarabiclub_kw in Al-Manṣūriyah, Al Asimah ",29.356571,47.99986,Capital,Mansouriya,['https://t.co/IBW8QOqJtG'],2.0,GhIJtrOvPEhbPUARDkqYafv_R0A,"['establishment', 'point_of_interest', 'transit_station', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7436,7436,609415170.0,en,2018-09-02 02:34:00,False,2018,I'm at Salwa in Kuwait w/ @fa6om325x @372xx1 ,29.296354,48.07802,Hawalli,Salwa,['https://t.co/vLkqpCQsno'],,,
7441,7441,3033428500.0,en,2018-01-27 21:17:00,True,2018,"I'm at @AlShaheedPark in Kuwait City, Al Kuwayt w/ @3almutairi57x_ @dahialshammeri ",29.369656,47.993584,Capital,Hadeyk Al-Soor,['https://t.co/2mXqQktyb7'],2.0,GhIJKsWOxqFePUARGOqwwi3_R0A,"['establishment', 'park', 'point_of_interest', 'tourist_attraction', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7445,7445,3041700400.0,en,2018-02-27 13:32:00,False,2018,"I'm at The Place in Kuwait City, Al Kuwayt w/ @alshammarii__fn ",29.376886,47.977997,Capital,Sharq,['https://t.co/AtDRMIquHa'],3.0,GhIJ_FHUmXtgPUARBkt1AS_9R0A,"['establishment', 'food', 'point_of_interest', 'restaurant', 'street_address', 'premise', 'plus_code', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7446,7446,4220958200.0,en,2018-09-06 20:10:00,False,2018,"I'm at VOL.1 in Kuwait, Al Kuwayt ",29.341793,47.94266,Capital,Shuwaikh Industrial - 1,['https://t.co/EDfrzerNV7'],2.0,GhIJcQD9vn9XPUARqZ83Fan4R0A,"['clothing_store', 'establishment', 'point_of_interest', 'store', 'premise', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7447,7447,185449680.0,en,2019-11-09 00:50:00,True,2019,The best way to wrap up the day! 🍣 🥢  itadakimasu😋 @ Genki sushi Messila ,29.265026,48.087326,Mubarak Al-Kabeer,Sabah Al-Salem,['https://t.co/TmEGENXt8O'],1.0,GhIJ9pZyvthDPUARlQuVfy0LSEA,"['establishment', 'food', 'point_of_interest', 'restaurant', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7448,7448,3349294000.0,en,2018-02-03 15:48:00,True,2018,I'm at The Cheesecake Factory in Kuwait ,29.302828,47.93643,Farwaniya,Al-Rai,['https://t.co/h9L1Xv7jt1'],,,
7449,7449,1881569700.0,en,2019-08-14 22:24:00,False,2019,"I'm at Ceaser's Restaurant in Salmeya, Hawally Governorate ",29.335089,48.06991,Hawalli,Salmiya,['https://t.co/N3i752m00g'],1.0,GhIJ1j-IZMhVPUAR6dSVz_IISEA,"['establishment', 'food', 'point_of_interest', 'restaurant', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7450,7450,561252100.0,en,2018-06-01 18:53:00,True,2018,I'm at @VapianoKuwait ,29.30285,47.936417,Farwaniya,Al-Rai,['https://t.co/IDulHHqHqg'],1.0,GhIJ9pfdk4dNPUARjzUjg9z3R0A,"['establishment', 'point_of_interest', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7452,7452,379965660.0,ar,2019-09-04 14:28:00,False,2019,I'm at الحديدة للحلويات in الشويخ ,29.32325,47.929703,Capital,Shuwaikh Industrial - 3,['https://t.co/lVHI62K9fC'],3.0,GhIJl24Sg8BSPUARHf8FggD3R0A,"['establishment', 'food', 'point_of_interest', 'store', 'premise', 'route', 'plus_code', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7453,7453,379965660.0,en,2019-04-26 23:50:00,True,2019,I'm at Shake Shack ,29.318539,48.06333,Hawalli,Rumaithiya,['https://t.co/WCh5ifUZ4P'],4.0,GhIJJICbxYtRPUARh22LMhsISEA,"['street_address', 'premise', 'establishment', 'point_of_interest', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7455,7455,4432256000.0,en,2018-08-19 17:08:00,False,2018,I'm at Starbucks Khaitan ,29.295568,47.96641,Farwaniya,Khaitan,['https://t.co/EEB2Yvgzr8'],3.0,GhIJfr4tWKpLPUARgEOoUrP7R0A,"['bakery', 'cafe', 'establishment', 'food', 'point_of_interest', 'store', 'establishment', 'point_of_interest', 'transit_station', 'route', 'plus_code', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7457,7457,861450800.0,ar,2018-09-20 01:39:00,False,2018,الإمام الحسين ليس فقط مصدر للحزن والبكاء بل هو مصدر هداية وإصلاح فهو قُتل من أجل الصلاة فكيف نقيم المجالس والمواكب… ,29.36987,47.978138,Capital,Qibla,['https://t.co/4cv9AtQ6ui'],3.0,GhIJgsXhzK9ePUARyHxAoDP9R0A,"['establishment', 'point_of_interest', 'premise', 'bus_station', 'establishment', 'point_of_interest', 'transit_station', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7459,7459,2277875200.0,en,2019-11-21 21:42:00,False,2019,"I'm at Bartone in Kuwait City, Al Kuwayt w/ @sultan_alfarhan ",29.38452,47.991467,Capital,Sharq,['https://t.co/I9g4Xi034U'],,,
7460,7460,2277875200.0,en,2018-05-21 22:34:00,False,2018,"I'm at Pick Yo - @pick_kuwait in Kuwait, Al Asimah ",29.339088,47.96242,Capital,Keefan,['https://t.co/3xmHUhqanR'],,,
7461,7461,2988044500.0,un,2020-02-18 08:08:00,False,2020,كل هالعذاب عشان أكمل ال ٩٠ ساعة 😭☠💔 (@ Kuwait National Petroleum Company in Alahmadi) ,29.093493,48.087254,Ahmadi,Central Ahmadi,['https://t.co/Hs4evgXi5b'],,,
7462,7462,712825660.0,ar,2018-11-02 19:30:00,True,2018,عائلتي وطن وانا من دونهم غربة\U0001f497 (@ Rakan's Residence) ,29.23428,47.906982,Farwaniya,Abdullah Al-Mubarak,"['https://t.co/RJUC6cB81q', 'https://t.co/YmTdpjgy5w']",2.0,GhIJXBsqxvk7PUARxAd2_Bf0R0A,"['establishment', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7463,7463,260031120.0,en,2018-10-08 09:40:00,False,2018,I'm at American College of the Middle east(ACM) - @acm_college in Kuwait City ,29.37808,47.97339,Capital,Qibla,['https://t.co/z9TLJgkxAm'],,,
7464,7464,2614671600.0,en,2020-09-17 21:19:00,False,2020,"I'm at Backburner in Kuwait City, Al Kuwayt w/ @amartah34 ",29.375587,47.99342,Capital,Sharq,['https://t.co/AVKlX0gpeS'],2.0,GhIJgM05eCZgPUARnpj1Yij_R0A,"['establishment', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7465,7465,708082500.0,en,2018-12-10 21:50:00,False,2018,"I'm at Al Hadi Clinic-Orthopaedic Department in Kuwait City, Hawalli Governorate ",29.321516,48.04567,Hawalli,Jabriya,['https://t.co/ns6jlUvopR'],1.0,GhIJByRh305SPUARRDS6g9gFSEA,"['establishment', 'health', 'hospital', 'point_of_interest', 'plus_code', 'route', 'street_address', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7466,7466,2342079000.0,tl,2018-01-16 21:48:00,False,2018,"I'm at MUKHA in Kuwait City, Al Kuwayt w/ @balfarj ",29.375872,47.97781,Capital,Sharq,['https://t.co/Mn9kkV7T1s'],1.0,GhIJa3u7JTlgPUAR09nJ4Cj9R0A,"['establishment', 'point_of_interest', 'real_estate_agency', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7467,7467,2655140000.0,un,2018-06-12 17:30:00,False,2018,I'm at Terminal 5 - Jazeera Airport in الفروانية ,29.24091,47.973316,Farwaniya,Airport,['https://t.co/khS0XVp69R'],1.0,GhIJhEcbR6w9PUARN1ZinpX8R0A,"['airport', 'bar', 'establishment', 'night_club', 'point_of_interest', 'plus_code', 'establishment', 'point_of_interest', 'transit_station', 'route', 'administrative_area_level_1', 'political', 'country', 'political']"
7468,7468,3229983500.0,un,2018-01-31 15:06:00,False,2018,"I'm at Grand Avenue in Kuwait, Al ‘Āşimah ",29.302769,47.93786,Farwaniya,Al-Rai,['https://t.co/mETcl42rTL'],2.0,GhIJHD7pRIJNPUARAB3mywv4R0A,"['establishment', 'point_of_interest', 'store', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
7469,7469,353961470.0,ca,2019-11-13 19:09:00,False,2019,"I'm at Bowling Centre in السالمية, Hawalli ",29.340717,48.085236,Hawalli,Salmiya,"['https://t.co/6rDArgTYBr', 'https://t.co/V9eVzzYDHW']",,,
7470,7470,1433841300.0,nl,2018-02-12 18:50:00,False,2018,Ooopa (@ circuit+ bootcamp) ,29.341011,47.940495,Capital,Shuwaikh Industrial - 1,['https://t.co/NxjrPPpMP6'],3.0,GhIJhZM0f0xXPUARmIbhI2L4R0A,"['establishment', 'food', 'point_of_interest', 'restaurant', 'premise', 'street_address', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
7471,7471,3281012500.0,tl,2018-02-15 19:42:00,False,2018,"I'm at MUKHA in Kuwait City, Al Kuwayt w/ @subaie762 ",29.375872,47.97781,Capital,Sharq,['https://t.co/wL8KOKmiJW'],1.0,GhIJa3u7JTlgPUAR09nJ4Cj9R0A,"['establishment', 'point_of_interest', 'real_estate_agency', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
